s_id,Startup_Name,Location,Industry
64f6fd04e4b00a42db1910ee,METACON STEELS PRIVATE LTD.,"Jajapur,Odisha",Automotive
64f6fc15e4b00a42db191079,MADURAI PRINT AND PACK PRIVATE LIMITED,"Madurai,Tamil Nadu",Professional & Commercial Services
64f6fb83e4b00a42db19103e,DALAPATHI INVESTMENTS INDIA PRIVATE LIMITED,"Bengaluru,Karnataka",Retail
64f09c4ce4b0c7662b39efef,TrackMySpend,"Surat,Gujarat",IT Services
64f09b52e4b0c7662b39ef82,SuShantha Solutions LLP,"Shivamogga,Karnataka",Education
64f09994e4b0c7662b39eedb,Devi shiva prasad,"Hindupur,Andhra Pradesh",
64f098bfe4b0c7662b39ee79,WOOIB HOTELS & RESORTS PRIVATE LIMITED,"Kullu,Himachal Pradesh",Travel & Tourism
64f09742e4b0c7662b39edf7,APEXPATH (OPC) PRIVATE LIMITED,"Sonipat,Haryana",IT Services
64f092cde4b0c7662b39ecee,JAYCO FLEXI TUBES PRIVATE LIMITED,"East Delhi,Delhi",Automotive
64f092a8e4b0c7662b39ece4,Modern Safety Gears Enterprises,"Navi Mumbai,Maharashtra",Retail
64f09289e4b0c7662b39ecd6,MYDHILI AEROSPACE PRIVATE LIMITED,"Hyderabad,Telangana",Aeronautics Aerospace & Defence
64f09021e4b0c7662b39ec41,FINVIN ESTATE DEAL TECHNOLOGIES PRIVATE LIMITED,"Mumbai,Maharashtra",Professional & Commercial Services
64f1a238e4b0c7662b3a21dd,Vijayalakshmi Enterprises,"Bengaluru Urban,Karnataka",Fashion
64f1a1a7e4b0c7662b3a21ad,Envisage Cloud Solutions Private Limited,"Bengaluru,Karnataka",IT Services
64f1a0cee4b0c7662b3a2178,RVIRAJ WEST LOGISTICS PRIVATE LIMITED,"Pune,Maharashtra",Transportation & Storage
64f1a0a8e4b0c7662b3a2172,DHEERA FOOD PROCESSING PRIVATE LIMITED,"Ahmedabad,Gujarat",Agriculture
64f19fd5e4b0c7662b3a214b,DCHREOS PHARMACY PRIVATE LIMITED,"Hyderabad,Telangana",Healthcare & Lifesciences
64f19face4b0c7662b3a2143,Gadget Blazers Technologies Private Limited,"Gurugram,Haryana",Retail
64f19f46e4b0c7662b3a2125,NAMAHH JEWELS LLP,"Surat,Gujarat",Fashion
64f19e98e4b0c7662b3a20fa,GOURI HEALTHCARE AND PHARMACEUTICAL PRIVATE LIMITED,"Sangli,Maharashtra",Healthcare & Lifesciences
64f19dcee4b0c7662b3a20b1,ALOPAV ECOMFIRM INDIA PRIVATE LIMITED,"Kolkata,West Bengal",Indic Language Startups
64f2b2eae4b0c7662b3a48c6,dot.ing,"Palakkad,Kerala",Education
64f2b181e4b0c7662b3a48a7,leadmetrics,"Ernakulam,Kerala",Marketing
64f24a4ce4b0c7662b3a44ee,DeployH.ai Technologies Private Limited,"Hyderabad,Telangana",AI
64f2480ce4b0c7662b3a44cd,GTA Biogen innovation,"Chikballapur,Karnataka",Healthcare & Lifesciences
64f247dce4b0c7662b3a44c8,CALMOSIS VEDIC WELLNESS PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Healthcare & Lifesciences
64f24639e4b0c7662b3a44b1,Mosambi Media,"Pune,Maharashtra",Art & Photography
64f24110e4b0c7662b3a4477,Clident India,"Bengaluru,Karnataka",Healthcare & Lifesciences
64f2396ae4b0c7662b3a43d9,CENTERLIMIT TECH SOLUTIONS,"Hyderabad,Telangana",Analytics
64f232ffe4b0c7662b3a435d,Simple Mechanical Solutions,"Sagara,Karnataka",Design
64f0586be4b0c7662b39d4f0,UNIGREENS AGRI TECHNOLOGY PRIVATE LIMITED,"Surat,Gujarat",Agriculture
64f0580de4b0c7662b39d4c3,nutr&Atilde;&para;fills,"Thanjavur,Tamil Nadu",Food & Beverages
64f056d3e4b0c7662b39d435,GOPI MOTORS,"Rajkot,Gujarat",Automotive
64f056bbe4b0c7662b39d430,KGSDF INDUSTRIES (OPC) PRIVATE LIMITED,"Vadodara,Gujarat",Green Technology
64eca86be4b094770c70c0f2,Kirtan Makodia,"Rajkot,Gujarat",Education
64f0532ee4b0c7662b39d276,Strategisphere Pvt. LTD.,"Ghaziabad,Uttar Pradesh",Marketing
64f0524de4b0c7662b39d1e9,Artificial Dialogue,"Guwahati,Assam",AI
64f05163e4b0c7662b39d19a,POORNAMIDAM IMMUNOCURE PRIVATE LIMITED,",Uttar Pradesh",
64f05144e4b0c7662b39d17e,Procyon Enterprise LLP,"Mumbai Suburban,Maharashtra",Finance Technology
64f08e73e4b0c7662b39eba6,Audiovase,"Bengaluru Urban,Karnataka",Media & Entertainment
64f08ab4e4b0c7662b39ea22,P RAGHAVENDRA RAO,"Hyderabad,Telangana",
64f08b55e4b0c7662b39ea93,ASTERIMA NUTRICARE PRIVATE LIMITED,"Thrissur,Kerala",Healthcare & Lifesciences
64f08b3be4b0c7662b39ea8c,Nitin Enterprises,"Morena,Madhya Pradesh",Other Specialty Retailers
64f08afde4b0c7662b39ea5e,DERITECH SOLUTIONS LLP,"Ahmedabad,Gujarat",IT Services
64f08ae4e4b0c7662b39ea3a,nithyonath,"Vijayawada,Andhra Pradesh",AR VR (Augmented + Virtual Reality)
64f08712e4b0c7662b39e81b,ORANGE VTECH PRIVATE LIMITED,"Central Delhi,Delhi",Education
64f086ffe4b0c7662b39e80d,ORGOSYNTH CHEMICALS PRIVATE LIMITED,"Nagpur,Maharashtra",Chemicals
64f08691e4b0c7662b39e7e4,ABTIK STARTUP ADVISOR PRIVATE LIMITED,"Ahmedabad,Gujarat",Professional & Commercial Services
64f74c6be4b00b8c0d98c706,SCKO.INDIA PRIVATE LIMITED,"Patna,Bihar",Food & Beverages
64f74bb0e4b00b8c0d98c6dc,INTEGRATED 9AI BUSINESS SOLUTIONS PRIVATE LIMITED,",Rajasthan",
64f74a80e4b00b8c0d98c6ab,IMPERIAL BIO SYNERGY PRIVATE LIMITED,",Punjab",
64f7487be4b00b8c0d98c640,csc karvir kolhapur mh farmers producer company limited,"Kolhapur,Maharashtra",Agriculture
64f7466be4b00b8c0d98c5ef,WEFIX SERVICE PROVIDERS LLP,",West Bengal",
64f743f9e4b00b8c0d98c59c,CREATIVE INFONET,"Gautam Buddha Nagar,Uttar Pradesh",Education
64f73fb6e4b00b8c0d98c4df,Truelak vipra dairy proudcts private limited,"Bengaluru Urban,Karnataka",Agriculture
64f73cbce4b00b8c0d98c454,NARNETECH SOFTWARE SOLUTIONS,"Vijayawada,Andhra Pradesh",IT Services
64f73c03e4b00b8c0d98c432,Zesteach,"Bengaluru Urban,Karnataka",Education
64f329f3e4b0c7662b3a6b02,CROPGENIUS AGRICULTURE PRIVATE LIMITED,"Guwahati,Assam",Agriculture
64f32946e4b0c7662b3a6abf,SHIVANERI BUSINESS PVT. LTD.,"Hingoli,Maharashtra",Agriculture
64f327f5e4b0c7662b3a6a89,METICULOUS BEAVER PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Professional & Commercial Services
64f327cfe4b0c7662b3a6a7e,MANIMAHESH ALLIANCE PRIVATE LIMITED,"Kangra,Himachal Pradesh",IT Services
64f32429e4b0c7662b3a69d0,RHIBUS SCIENCES AND TECHNOLOGIES PRIVATELIMITED,"Solapur,Maharashtra",Aeronautics Aerospace & Defence
64f3233ae4b0c7662b3a6997,HERZ LIFE SCIENCES PRIVATE LIMITED,"Pune,Maharashtra",Healthcare & Lifesciences
64f3223fe4b0c7662b3a695a,Raj security force ls private limited,"Bhopal,Madhya Pradesh",Human Resources
64f3221ce4b0c7662b3a694f,ELETECHCORP PRIVATE LIMITED,"Bengaluru,Karnataka",IT Services
64f32202e4b0c7662b3a6948,RIG SPICES,"Bengaluru,Karnataka",Food & Beverages
64f1989ce4b0c7662b3a1f59,agrowone,"Pune,Maharashtra",Agriculture
64f19785e4b0c7662b3a1f14,CLOUDFEN SOFTWARE SOLUTIONS PRIVATE LIMITED,"Hyderabad,Telangana",Enterprise Software
64f19737e4b0c7662b3a1f02,RAHUL RICHHARIYA PRIVATE LIMITED,"Bhopal,Madhya Pradesh",Marketing
64f1966ce4b0c7662b3a1ed6,MAITREE FARMERS PRODUCER COMPANY LIMITED,"Pandharpur,Maharashtra",Agriculture
64f1954ae4b0c7662b3a1e7f,BISANJ TECHNOLOGY PRIVATE LIMITED,"Cuttack,Odisha",Travel & Tourism
64f193f0e4b0c7662b3a1e0c,FLUIDWELL OIL &amp; GAS SOLUTIONS PRIVATE LIMITED,"New Delhi,Delhi",Design
64f19328e4b0c7662b3a1ddf,AmplifyAnt Ventures,"Pune,Maharashtra",Media & Entertainment
64f19189e4b0c7662b3a1d61,GREEN INDI OVERSEAS,"North Delhi,Delhi",Fashion
64f190d0e4b0c7662b3a1cee,heritagekidscastle,"Vellore,Tamil Nadu",Education
64f2ee48e4b0c7662b3a5a83,Avatech Science LLP,"Bengaluru Rural,Karnataka",Healthcare & Lifesciences
64f2ec01e4b0c7662b3a59ef,ONE-MECHGIRI TECHNOLOGIES PRIVATE LIMITED,"Panaji,Goa",Automotive
64f2ebc0e4b0c7662b3a59c2,Shaney Enterprise,"Junagadh,Gujarat",Safety
64f2eb17e4b0c7662b3a597e,BABA CONSTRUCTION COMPANY,"Gurugram,Haryana",Construction
64f2eb0be4b0c7662b3a5972,DSKAB LIFESCIENCE PRIVATE LIMITED,"Cuttack,Odisha",Healthcare & Lifesciences
64f2e8ebe4b0c7662b3a58be,INVIU SYSTEMS,"Hyderabad,Telangana",Telecommunication & Networking
64f2e897e4b0c7662b3a58a3,3NEX GLOBAL INDIA PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Retail
64f2e84be4b0c7662b3a5886,Staunch Solutions,"Mumbai Suburban,Maharashtra",Education
64f2e57be4b0c7662b3a5771,PROMPTERS SOLUTIONS PRIVATE LIMITED,"Kozhikode,Kerala",Marketing
64f80224e4b00b8c0d98d640,Medlarks Private Limited,"New Delhi,Delhi",Healthcare & Lifesciences
64f8015be4b00b8c0d98d60b,NEMSON TYRES PRIVATE LIMITED,"Surat,Gujarat",Automotive
64f8009ae4b00b8c0d98d5d0,QNTAM BIOLOGICALS PRIVATE LIMITED,"North 24 Parganas,West Bengal",Healthcare & Lifesciences
64f8007ae4b00b8c0d98d5cd,IgniteX Solutions Pvt. Ltd.,"Mumbai,Maharashtra",IT Services
64f7fddae4b00b8c0d98d53a,INVENT MED DENT LLP,"Sangli,Maharashtra",Healthcare & Lifesciences
64f7fb87e4b00b8c0d98d4b5,AABAN POLYMERS (OPC) PRIVATE LIMITED,"Erode,Tamil Nadu",Technology Hardware
64f7fb2ae4b00b8c0d98d49f,AITestGenie.com,"Kolkata,West Bengal",AI
64f7f756e4b00b8c0d98d3fa,DcodingX,"Delhi,Delhi",AI
64f7d1cfe4b00b8c0d98d14f,Sahastra foundation,"Rajnandgaon,Chhattisgarh",Education
64f5e80ce4b09ce57659a803,IGEO CONSULTANTS LLP,"Hyderabad,Telangana",Enterprise Software
64f5e4dce4b09ce57659a780,RETHINK PHARMA PRIVATE LIMITED,"Ahmedabad,Gujarat",Healthcare & Lifesciences
64f5e2dae4b09ce57659a73d,Gyanchakra Studysphere,"Sawai Madhopur,Rajasthan",Education
64f5e2cce4b09ce57659a73a,FREYA HEALTHCARE SERVICES PRIVATE LIMITED,"Ranchi,Jharkhand",Healthcare & Lifesciences
64f5e117e4b09ce57659a6f4,SURYACHAKRA LOGISTICS PRIVATE LIMITED,",Tamil Nadu",
64f5e02fe4b09ce57659a6c9,DUGRI INFRATECH PRIVATE LIMITED,"Panchkula,Haryana",Agriculture
64f5dde1e4b09ce57659a650,GREENROYAL FERTILIZERS (OPC) PRIVATE LIMITED,"Pune,Maharashtra",Agriculture
64f5dd33e4b09ce57659a637,OVERSEAS CAREER HUB LLP,",Gujarat",
64f5db3ce4b02bcc4a00e130,CAP Electric Works,"Mumbai Suburban,Maharashtra",Automotive
64f423ede4b0c7662b3a8190,PARAGON PRODUCTS,"North West Delhi,Delhi",Marketing
64f423b0e4b0c7662b3a817a,jain impex,"Malur,Karnataka",Textiles & Apparel
64f421dfe4b0c7662b3a810b,Blue Jade Overseas India Pvt Ltd,"Karjat,Maharashtra",Logistics
64f4208ce4b0c7662b3a80bc,UNNAT DEVELOPERS AND TRADING,"Indore,Madhya Pradesh",Construction
64f419f7e4b0c7662b3a7f8d,sarvice provider,"Ahmedabad,Gujarat",AI
64f418d0e4b0c7662b3a7f4d,Hariram Consultancy Services,"Basti,Uttar Pradesh",Finance Technology
64f418b5e4b0c7662b3a7f44,AOMSA PRODUCTION PRIVATE LIMITED,"Ranchi,Jharkhand",Technology Hardware
64f41689e4b0c7662b3a7f06,ABC Private limited,"Bengaluru Urban,Karnataka",Advertising
64f40b4ce4b0c7662b3a7df6,Syncron BIM &amp; Engineering Consultancy,"Perambalur,Tamil Nadu",Construction
64f1e779e4b0c7662b3a364d,VIKASIKA ENTERPRISES PRIVATE LIMITED,"Hyderabad,Telangana",Professional & Commercial Services
64f1e774e4b0c7662b3a364a,Utsavs GoingForTour Private Limited,"Jaipur,Rajasthan",Travel & Tourism
64f1e601e4b0c7662b3a35fb,REVA RETAILS PRIVATE LIMITED,"Valsad,Gujarat",Fashion
64f1e4c5e4b0c7662b3a35c2,NORTHPEAK BUILDERS (OPC) PRIVATE LIMITED,",Himachal Pradesh",
64f1e4a6e4b0c7662b3a35b8,AKSHYAPATRA AGRO TRADERS (OPC) PRIVATE LIMITED,"Tiruvuru,Andhra Pradesh",Agriculture
64f1e42ee4b0c7662b3a35ac,Intiant Tech Private Limited,"Bengaluru,Karnataka",Human Resources
64f1e225e4b0c7662b3a356a,MANGALI AGROFOODS PRIVATE LIMITED,"Jaipur,Rajasthan",Food & Beverages
64f1e1bce4b0c7662b3a355d,iGrameen Mandi Private Limited,"Mumbai,Maharashtra",Agriculture
64f1e0f1e4b0c7662b3a3547,SANJAY POWER SYSTEMS (OPC) PRIVATE LIMITED,"Visakhapatnam,Andhra Pradesh",Renewable Energy
64f71af8e4b00b8c0d98bc6c,DEEP INTECH PRIVATE LIMITED,"Lucknow,Uttar Pradesh",Professional & Commercial Services
64f71af7e4b00b8c0d98bc69,Invincibles United,"Mumbai,Maharashtra",Sports
64f71a81e4b00b8c0d98bc4a,GRAPHITIE TECH INDIA PRIVATE LIMITED,"Agartala,Tripura",IT Services
64f719e7e4b00b8c0d98bc0c,Codevantage Tech Private Limited,"Tiruppur,Tamil Nadu",Enterprise Software
64f718f1e4b00b8c0d98bbb2,AdsSupport,"Gaya,Bihar",Advertising
64f71863e4b00b8c0d98bb81,DHANMATI FOOD PRODUCT PRIVATE LIMITED,"Meerut,Uttar Pradesh",Food & Beverages
64f71743e4b00b8c0d98bb0a,DR. DIGIT PRIVATE LIMITED,"Kachchh,Gujarat",Healthcare & Lifesciences
64f716f2e4b00b8c0d98baf0,CIFO INFOTECH PVT LTD,"West Delhi,Delhi",IT Services
64f714dde4b00b8c0d98ba26,ROLLSCOAX INDIA PRIVATE LIMITED,"Surat,Gujarat",Professional & Commercial Services
64f05e07e4b0c7662b39d719,CIVICON72 INTERIORS & CONSTRUCTION LLP,"Ahmednagar,Maharashtra",Construction
64f05d43e4b0c7662b39d6cf,CHEMSUS TECHNOLOGIES PRIVATE LIMITED,"Kamrup,Assam",Chemicals
64f05cf0e4b0c7662b39d6bb,mvalu technology services private limited,"Mumbai,Maharashtra",Finance Technology
64f05b9ee4b0c7662b39d631,N.R CONSTRUCTIONS AND INTERIORS,"Ahmedabad,Gujarat",Architecture Interior Design
64f05a60e4b0c7662b39d5c5,ITA LIVE STREAM,"Ludhiana,Punjab",Media & Entertainment
64f05a2ee4b0c7662b39d5aa,UIUXDEN Infotech Private Limited,"Mohali,Punjab",IT Services
64f05988e4b0c7662b39d554,VitalX,"Indore,Madhya Pradesh",Healthcare & Lifesciences
64f0597de4b0c7662b39d53e,Lipi Branding Solution,"Ahmedabad,Gujarat",Advertising
64f05893e4b0c7662b39d4fa,BAJAJ SPACE PRIVATE LIMITED,"Bhilwara,Rajasthan",Fashion
64f612efe4b09ce57659adbe,REPAIROKRAT,"Korba,Chhattisgarh",Other Specialty Retailers
64f61142e4b09ce57659ad82,AKINO LIFESCIENCES PRIVATE LIMITED,"Bengaluru,Karnataka",Healthcare & Lifesciences
64f60fe5e4b09ce57659ad46,ITS TESTING LABORATORY PRIVATE LIMITED,"Gautam Buddha Nagar,Uttar Pradesh",Chemicals
64f60f5ce4b09ce57659ad2c,QURIERSATHI PRIVATE LIMITED,"Nagaur,Rajasthan",Transportation & Storage
64f60ec9e4b09ce57659ad1e,JKB FITNESS PRIVATE LIMITED,"South West Delhi,Delhi",Healthcare & Lifesciences
64f60bdae4b09ce57659ace5,IKRA NUMAISH MANUFACTURING PRIVATE LIMITED,"Muzaffarpur,Bihar",Textiles & Apparel
64f60678e4b09ce57659ac4a,KAARA LIFESTYLE PRIVATE LIMITED,"Navi Mumbai,Maharashtra",Fashion
64f602f9e4b09ce57659abb4,LinkB Network,"Chennai,Tamil Nadu",Telecommunication & Networking
64f601d7e4b09ce57659ab88,YELURI POLYMERS,"Hyderabad,Telangana",Food & Beverages
64f5ccfde4b02bcc4a00dd3e,Vizwa Ekam Private Limited,"Thane,Maharashtra",Healthcare & Lifesciences
64f5ccbce4b02bcc4a00dd26,SDM E-Mobility Services Pvt.Ltd,"Bengaluru Urban,Karnataka",Travel & Tourism
64f5cb92e4b02bcc4a00dcd3,NAF IT SOLUTIONS,"Kozhikode,Kerala",IT Services
64f5c9e3e4b02bcc4a00dc49,VIRRTU INSIGHTS LLP,",Maharashtra",
64f5c96fe4b02bcc4a00dc27,CAMILA BIOSCIENCE PRIVATE LIMITED,"Pune,Maharashtra",Chemicals
64f5c951e4b02bcc4a00dc21,APTEC LEARNINGS PRIVATE LIMITED,"Nagpur,Maharashtra",Education
64f5c938e4b02bcc4a00dc0e,Manufactiva,"Hyderabad,Telangana",Logistics
64f5c858e4b02bcc4a00dbda,INVENTX SCIENTIA (OPC) PRIVATE LIMITED,"Pulwama,Jammu and Kashmir",Indic Language Startups
64f5c708e4b02bcc4a00db7f,SIMHEIMI TECHNOLOGIES PRIVATE LIMITED,",Telangana",
64f5c6c2e4b02bcc4a00db6e,Urbanoid Technologies Private Limited,"Vellore,Tamil Nadu",Food & Beverages
64f5c688e4b02bcc4a00db5c,UDBHAV CLOUD VISION TECHNOLOGIES PRIVATE LIMITED,"Ranga Reddy,Telangana",IT Services
64f5c65ee4b02bcc4a00db4d,DHRITI PROJECTS,"Hyderabad,Telangana",Robotics
64f5c4b3e4b02bcc4a00dabc,MOTORPARK,"Mumbai,Maharashtra",Enterprise Software
64f5c4afe4b02bcc4a00dab8,S.Y.K. OPINE CONSTRUCTIONS,"Bengaluru,Karnataka",Construction
64f5c484e4b02bcc4a00da9f,QUAVE HOSPITALITY LLP,"Mumbai,Maharashtra",Travel & Tourism
64f5c365e4b02bcc4a00da3b,ONE STOP MART,"Guwahati,Assam",Construction
64f5c2a8e4b02bcc4a00da09,Clickwise Agency Private Limited,"Una,Himachal Pradesh",Marketing
64f5c1e2e4b02bcc4a00d9be,BIO WEAL WELLNESS PRIVATE LIMITED,"Sonipat,Haryana",Healthcare & Lifesciences
64f6d431e4b00a42db190382,ALLEVIA CARE PRIVATE LIMITED,",Mizoram",
64f6d2f3e4b00a42db19032a,AGRAHARA AMUDHU FOODS LLP,"Kozhikode,Kerala",Food & Beverages
64f6d219e4b00a42db1902d6,AB'S STOCKSHUB SECURITIES PRIVATE LIMITED,"Surat,Gujarat",Education
64f6d0dde4b00a42db190280,SSD360,"Kangra,Himachal Pradesh",Healthcare & Lifesciences
64f6ced0e4b00a42db1901a5,ELEVEN DICE DIGITAL PRIVATE LIMITED,"Amreli,Gujarat",Marketing
64f6cddae4b00a42db190161,NooTon,"Kochi,Kerala",House-Hold Services
64f6cdcae4b00a42db190159,A &amp; B Associates,",Assam",
64f6cd9ae4b00a42db190147,Itachi Test,"Mumbai Suburban,Maharashtra",IT Services
64f6ccc4e4b00a42db1900e5,AIWA PHARMACEUTICALS PRIVATE LIMITED,"Navi Mumbai,Maharashtra",Healthcare & Lifesciences
64f59bc2e4b0c7662b3b174e,Formiverse Technologies Private Limited,"Bengaluru,Karnataka",IT Services
64f59bb4e4b0c7662b3b173f,JAY AMBEY FUEL TECH PRIVATE LIMITED,"Rajkot,Gujarat",Other Specialty Retailers
64f59b01e4b0c7662b3b16f7,Publify X,"Delhi,Delhi",Advertising
64f59af2e4b0c7662b3b16f0,AEVIRT PRIVATE LIMITED,"Vadodara,Gujarat",Enterprise Software
64f59949e4b0c7662b3b1636,PURITY AGRO VENTURES PRIVATE LIMITED,"Namakkal,Tamil Nadu",Agriculture
64f5990fe4b0c7662b3b1628,Ajeeth Welds &amp; Moulds Private Limited,"Pondicherry,Puducherry",Professional & Commercial Services
64f59833e4b0c7662b3b15dc,NITARA PRIMES PRIVATE LIMITED,"Noida,Uttar Pradesh",Transportation & Storage
64f5975fe4b0c7662b3b15a8,Tharshna Enterprises Private Limited,"Chennai,Tamil Nadu",Other Specialty Retailers
64f59631e4b0c7662b3b1558,2C FINANCE PRIVATE LIMITED,"Nadia,West Bengal",Finance Technology
64f6e610e4b00a42db19091a,APTENODYTES INDIA PRIVATE LIMITED,"Ahmedabad,Gujarat",Food & Beverages
5afbdc53e4b0874abc75cfcf,VMAC ENTERPRISES(OPC) PRIVATE LIMITED,"New Delhi,Delhi",IT Services
64f6e59ce4b00a42db1908fe,DHANUSH SECURITY &amp; MANPOWER SERVICES PRIVATE LIMITED,"Gwalior,Madhya Pradesh",Security Solutions
64f6e2fbe4b00a42db19080e,Hightoned,"Pune,Maharashtra",Fashion
64f6e21be4b00a42db190792,PRAKASH ENGINEERING,"Mumbai Suburban,Maharashtra",Technology Hardware
64f6e16fe4b00a42db190760,DECOGREY DESIGNS PRIVATE LIMITED,"Kolkata,West Bengal",Architecture Interior Design
64f6e140e4b00a42db190753,Jupiter Gourmet Products Private Limited,"Vadodara,Gujarat",Food & Beverages
64f6e0c5e4b00a42db19072d,IBGO TRAVELS,"South Delhi,Delhi",Travel & Tourism
64f6e0bae4b00a42db190728,SHREE JUTE HOUSE OPC PVT LTD,"Bengaluru Urban,Karnataka",Textiles & Apparel
64f6f28ee4b00a42db190cf7,Posh,"Gurugram,Haryana",Fashion
64f6f16ae4b00a42db190c7f,Digitex,"Surat,Gujarat",Professional & Commercial Services
64f6f161e4b00a42db190c7a,FITMINE HEALTHCARE PRIVATE LIMITED,",Karnataka",
64f6f09fe4b00a42db190c47,MR. MECHANIC JSR PRIVATE LIMITED,"Bilaspur,Chhattisgarh",Automotive
64f6ef39e4b00a42db190be9,GREENEV MOBILITY PRIVATE LIMITED,",Delhi",
64f6ef1be4b00a42db190bdf,Aveta AI Software Pvt LTd,"Thiruvananthapuram,Kerala",IT Services
64f6eddbe4b00a42db190b6e,Bills Dekho,"Udupi,Karnataka",Green Technology
64f6ed6be4b00a42db190b51,IMMEUREKA ANIMAL HEALTH PRIVATE LIMITED,"Hyderabad,Telangana",Healthcare & Lifesciences
64f6ec56e4b00a42db190aef,NOVYN INDUSTRRIES,"Raipur,Chhattisgarh",Automotive
64f600e5e4b09ce57659ab66,KOSMIFY TECH LABS LLP,",Karnataka",
64f5fecbe4b09ce57659ab32,MOVE 11 INNOVATIONS PRIVATE LIMITED,"Varanasi,Uttar Pradesh",Pets & Animals
64f5fdd7e4b09ce57659ab0a,M/S R. N. ENTERPRISES,"Pathankot,Punjab",Retail
64f5fc04e4b09ce57659aaef,DREAMCONNECT TECHNOLOGIES (INDIA) PRIVATE LIMITED,"Chennai,Tamil Nadu",Telecommunication & Networking
64f5f972e4b09ce57659aaac,PAZ,"Hyderabad,Telangana",Architecture Interior Design
64f5f6c9e4b09ce57659aa3d,Cinews,"Bengaluru Urban,Karnataka",Media & Entertainment
64f5f63fe4b09ce57659aa1b,Easy2Retire,"Lucknow,Uttar Pradesh",Finance Technology
64f5f54ee4b09ce57659a9f8,TechAid Innovations,"Guntur,Andhra Pradesh",Healthcare & Lifesciences
64f5f517e4b09ce57659a9e7,EVERYTHING MUSIC ACADEMY,"Kolkata,West Bengal",Education
64f7c0ebe4b00b8c0d98d0f7,23news,"Saharanpur,Uttar Pradesh",Education
64f7b12de4b00b8c0d98d0a6,REARVIEW INSIGHTS PRIVATE LIMITED,",Maharashtra",
64f78cfce4b00b8c0d98cf9d,EXPEDITION UNKNOWN LLP,"North Delhi,Delhi",Travel & Tourism
64f7827ce4b00b8c0d98cf21,ALUX DIAMOND &amp; JEWELS LLP,"Mumbai,Maharashtra",Fashion
64f78039e4b00b8c0d98cf03,MATARBHUMI AGRICULTURAL AND RESEARCH FOUNDATION,"Solan,Himachal Pradesh",Agriculture
64f77eb6e4b00b8c0d98ceea,MystiVerse Studio,"Lucknow,Uttar Pradesh",IT Services
64f77b89e4b00b8c0d98ce59,DIVYAM TECHNOLOGY SOLUTIONS PRIVATE LIMITED,"Nashik,Maharashtra",Robotics
64f77973e4b00b8c0d98ce26,metaMed,"Dibrugarh,Assam",IT Services
64f77880e4b00b8c0d98ce15,CocaCars,"Jaipur,Rajasthan",Automotive
64f30731e4b0c7662b3a6259,NEXGEN BROTHERS CONSTRUCTION PRIVATE LIMITED,"Vadodara,Gujarat",Construction
64f306bae4b0c7662b3a6240,VIBEEVEST APPARELS PRIVATE LIMITED,"Mumbai,Maharashtra",Textiles & Apparel
64f3069ee4b0c7662b3a623a,Sysmorph Private Limited,"Jaipur,Rajasthan",IT Services
64f30666e4b0c7662b3a6230,N G MOBIL FUEL,"Alipurduar,West Bengal",Non- Renewable Energy
64f30617e4b0c7662b3a6218,NADAL BUSINESS SERVICES PRIVATE LIMITED,"Tirunelveli,Tamil Nadu",Human Resources
64f305a8e4b0c7662b3a61fa,SUCCESSLEAP EDUTECH & CAREER SERVICES PRIVATE LIMITED,"Vadodara,Gujarat",Education
64f30582e4b0c7662b3a61ee,LUXUNLOCK PRIVATE LIMITED,",Tamil Nadu",
64f3057de4b0c7662b3a61eb,#Safe,"Seoni,Madhya Pradesh",Safety
64f30573e4b0c7662b3a61e7,ANCHALI EXIM (OPC) PRIVATE LIMITED,"Bagalkote,Karnataka",Agriculture
64f503f5e4b0c7662b3aeb43,Coding Bits,"Unnao,Uttar Pradesh",Education
64f4de15e4b0c7662b3aea13,Sorbete popsicles,"Mangaluru,Karnataka",Food & Beverages
64f4d22ae4b0c7662b3ae940,SKYTECH AVIATION SERVICES PRIVATE LIMITED,",Delhi",
64f4ced2e4b0c7662b3ae8d6,EASSYTECH CONSULTANCACY OPC Pvt Ltd,"Gurugram,Haryana",IT Services
64f4c6d8e4b0c7662b3ae6a4,BALAJI ENTERPRISES,"Kota,Rajasthan",Human Resources
64f4c6b4e4b0c7662b3ae645,RAMSKY ENTERPRISES LLP,"South Delhi,Delhi",Architecture Interior Design
64f4c3eee4b0c7662b3adf01,SARANSH OVERSEAS PRIVATE LIMITED,"Ghaziabad,Uttar Pradesh",Sports
64f4c18fe4b0c7662b3ad874,M/s MHALSAI TOURS &amp; TRAVELS,"Nashik,Maharashtra",Travel & Tourism
64f4bfc5e4b0c7662b3ad37c,TSR AGRI SOLUTIONS PRIVATE LIMITED,"Hyderabad,Telangana",Agriculture
64f70dfbe4b00a42db191704,ANUTTARA AGRO PRIVATE LIMITED,"Patna,Bihar",Agriculture
64f70ddde4b00a42db1916ff,MindBrain Innovations Private Limited,"Bhadrak,Odisha",Education
64f70d0ee4b00a42db1916d0,Mintbits LLP,",Kerala",
64f70bffe4b00a42db19166c,KONFHUB PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Events
64f70a86e4b00a42db1915fb,V R N WELLNESS PARK LLP,",Delhi",
